Company Name,Company URL,About,Summary,Industry,Location
Embee Software,https://www.linkedin.com/company/embee-software/,,"Since more than 35+ years, Embee Software has been enabling more than 2500+ organizations transform with technology in a digital, mobile-first, data-driven world. Embee Software specialises in Cloud Technologies, Business Intelligence solutions, new-age Collaboration, Mobility, and Security solutions, along...",IT Services and IT Consulting,"Mumbai, Maharashtra"
Axiom Software Solutions Limited,https://www.linkedin.com/company/axiomsoftwaresolutions/,,"...our strengths to offer world-class solutions and services through the convergence of technology, innovation, expertise and experience. We provide software consulting...",IT Services and IT Consulting,"London, Middlesex"
Pakistan Software Export Board (PSEB),https://www.linkedin.com/company/pseb/,,"The Government of Pakistan, realizing the importance of the IT industry in the development of a country’s economy, founded Pakistan Software Export Board in 1995 to bolster the IT Sector of Pakistan by extending all possible help to prospective foreign/domestic investors and to software companies operating in Pakistan...",IT Services and IT Consulting,Islamabad
"Delta System & Software, Inc.",https://www.linkedin.com/company/delta-ssi/,,"Delta System & Software, Inc. is one of the fastest growing IT service companies in the United States. We have presence in three country USA, Canada and India and expanding our operation in Middle East and Europe.  We are leading providers of ERP, e-Business solutions and offering a full range of SAP Services...",IT Services and IT Consulting,
TestCrew | Quality Engineering & Software Testing,https://www.linkedin.com/company/the-testcrew/,,We provide confidence and feedback to build solutions that users love • Specialties: software testing,IT Services and IT Consulting,Riyadh
QA InfoTech - Your Software Testing Partner,https://www.linkedin.com/company/qualitestnoida/,,QA InfoTech is now Qualitest • Specialties: Software Quality Assurance,IT Services and IT Consulting,"Noida, UP"
GE Vernova's Grid Software,https://www.linkedin.com/company/gevernova-grid-software/,,"Grid Software, part of GE Vernova's Electrification Software business, provides utilities with GridOS® orchestration software that accelerates...",Software Development,"Cambridge, Massachusetts"
GE Vernova's Proficy® Software & Services,https://www.linkedin.com/company/gevernova-proficy-software/,,"GE Vernova’s Proficy® Software & Services empower teams, illuminating the path to a greener, more profitable future. Our proven industrial software accelerates...",Software Development,"Cambridge, Massachusetts"
Sopra HR Software,https://www.linkedin.com/company/soprahr/,,"Sopra HR Software, leader en solutions et services pour la paie et les RH, répond aux enjeux des Directions des Ressources Humaines des organisations de moyennes et grandes tailles, des secteurs d’activités public et privé.   Spécialiste de la Paie, du Talent Management et du pilotage des RH, dans un contexte local et...",Human Resources Services,"Courbevoie, Île-de-France"
Sony India Software Centre,https://www.linkedin.com/company/sonyindiasoftwarecentre/,,"Sony India Software Centre Private Limited (SISCPL) was set up as a subsidiary of Sony India in the year 1997. Primarily set-up to drive embedded software development, application development, and support, it has been offering cost-effective, high-quality solutions to Sony Group of Companies, worldwide...",IT Services and IT Consulting,"Bengaluru, Karnataka"
TCS Digital Software & Solutions,https://www.linkedin.com/company/tcs-digital-software-solutions-group/,,"TCS Digital Software & Solutions is a Strategic Growth Business within TCS, helping large businesses navigate critical digital transformations with modular, scalable, and fully integrated industry-tailored licensed software and solutions.   TCS Digital Software & Solutions (DS&S) delivers on the promise of connected...",IT Services and IT Consulting,"Mumbai, Maharashtra"
Undercover-Software.com®,https://www.linkedin.com/company/undercover-software/,,🛰 ʟɪɴᴋᴇᴅɪɴ ꜱᴘᴀᴄᴇ ɴᴇᴛᴡᴏʀᴋ - #Space #SpaceTourism  #MachineLearning #ArtificialIntelligence #Culture #Music #Art #Video,Space Research and Technology,"Colorado Springs, Colorado"
Guidewire Software,https://www.linkedin.com/company/guidewire-software/,,"Engage, Innovate, Grow Efficiently",Software Development,"San Mateo, California"
APPIT Software Inc,https://www.linkedin.com/company/appitsoftware/,,Empowering Businesses with AI-Driven IT & Cloud Solutions!,Software Development,"Lewes, Delaware, USA"
OneStream Software,https://www.linkedin.com/company/onestream-software/,,A comprehensive cloud-based platform to modernize the Office of the CFO.,Software Development,"Birmingham, MI"
Veracity Software Inc,https://www.linkedin.com/company/veracitysoftwareinc/,,Trusted Name in IT & Healthcare,Information Technology & Services,"Iselin, New Jersey"
United Software Group Inc,https://www.linkedin.com/company/united-software-group-inc/,,IT Consulting | Talent Acquisition | IT & Engineering Solutions Provider,IT Services and IT Consulting,"Dublin, Ohio"
"Baanyan Software Services, Inc.",https://www.linkedin.com/company/baanyan-software-services-inc-/,,,IT Services and IT Consulting,"Edison, New Jersey"
Sapphire Software Solutions Inc,https://www.linkedin.com/company/sapphiresoftwaresolutionsinc/,,Technology Delivered.,Information Technology & Services,"Ashburn, Virginia"
Vermeg for Banking & Insurance Software,https://www.linkedin.com/company/vermeg/,,"Vermeg is a leading provider of specialized software solutions for the financial services industry. With over 30 years of expertise, VERMEG is covering three main market segments in financial services: Banking, Capital Markets, and Insurance.  We serve over 160 global banks, including 23 central banks, major...",IT Services and IT Consulting,AMSTERDAM
Enterprise Software,https://www.linkedin.com/company/skills-enterprise-software/,,Perspectives from experts about the questions that matter in Enterprise Software,,
